tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
5011,0,1616400,304400,168400,142600,131300,52300,947000,200,100
5012,0,1863800,209400,162800,139500,129700,51400,1310000,100,300
5013,0,1695800,247400,185800,140600,130800,50500,1071700,200,200
5014,0,1698800,300800,168300,147900,135600,61700,1000300,100,100
5015,0,2107900,294500,198600,177100,163500,57000,1388700,100,200
5016,0,1611300,184600,188000,141100,130900,45700,954900,100,200
5017,0,1750100,210400,166300,141400,131300,48300,1069000,200,100
5018,0,1202300,194000,181900,141500,130900,44000,607900,200,100
5019,0,1359200,184300,174800,142400,131400,52000,810100,100,0
5020,0,1416200,187500,169200,140000,129900,50100,889100,200,100
5021,0,1743600,249700,166700,142200,131300,51200,1154700,200,100
5022,0,1520500,185700,174500,155900,145000,48800,976400,200,200
5023,0,1688500,301100,186600,145200,133500,50600,1033300,100,0
5024,0,1941000,195900,187500,147900,136000,51900,1379800,100,100
5025,0,1348100,264600,169400,141500,130600,50700,734400,200,200
5026,0,1505200,217800,177300,140300,130400,49400,906600,200,100
5027,0,1388300,180600,157700,140600,130600,50400,887100,200,100
5028,0,1208300,196000,160900,141400,130900,52000,686300,200,300
5029,0,1526900,189400,162000,142800,133100,53200,1002800,200,100
5030,0,1253400,190800,153900,139800,129900,49900,735200,100,0
5031,0,1503600,210400,146500,140700,130800,51800,932500,100,200
5032,0,1390200,338700,161200,142700,131500,49900,712900,100,0
5033,0,1460200,189600,149500,143500,133600,51600,939700,0,100
5034,0,1548200,193100,152300,142100,132000,50400,1014300,100,200
5035,0,1748900,409800,159900,147500,136000,49600,976100,100,100
5036,0,1729500,238400,168200,143200,133300,50100,1107400,100,200
5037,0,1588100,192200,163300,140400,129900,49800,962800,200,100
5038,0,1524800,259600,162400,140900,129800,42200,827700,200,100
5039,0,1256500,178500,158700,141500,130900,47600,710900,100,200
5040,0,1467400,227100,157900,145100,134500,52600,888000,100,200
5041,0,1374800,194600,178200,140100,130500,49600,821500,100,0
5042,0,1209000,203600,156500,140900,130800,49200,672700,100,200
5043,0,1886700,251700,157300,141600,131300,50300,1300600,100,100
5044,0,1576600,219600,146300,140300,131100,43600,1032700,100,0
5045,0,1624100,238800,153700,163100,150500,59800,1011800,200,200
5046,0,2762200,226900,202500,183700,171500,49100,2049200,200,200
5047,0,1667700,204000,185900,143700,133000,44800,1073100,100,100
5048,0,1389000,212700,163900,145000,134300,50500,817800,200,100
5049,0,1428300,174900,153100,139900,130800,50300,908200,100,100
5050,0,1533700,258200,173400,150500,137500,49100,833400,200,100
5051,0,1539200,205000,156900,145100,134100,52200,868500,200,200
5052,0,1229500,205100,160700,142900,133000,50700,679400,200,0
5053,0,1303900,229000,158400,144200,133000,49500,736100,200,100
5054,0,1480600,245000,153800,142300,131400,49800,899200,100,100
5055,0,1600600,316100,157200,145800,134100,50900,935500,100,100
5056,0,1891700,203500,210000,147700,137500,51100,1258100,100,200
5057,0,1516900,224600,164000,143800,133200,51400,927400,200,100
5058,0,1290400,243000,162400,144200,133700,48100,643900,200,100
5059,0,1347300,261100,156800,142800,132400,47000,723700,200,100
5060,0,1437500,204500,170500,140400,130800,50100,879000,200,100
5061,0,2058600,245300,148500,152700,140900,50900,1425000,300,200
5062,0,1558500,309700,164900,144700,133300,51200,858600,200,100
5063,0,1686700,213900,146700,139200,129600,50400,1160900,200,200
5064,0,1367100,185800,161400,140400,130700,51000,857000,200,100
5065,0,2072600,241200,145200,142400,132400,52600,1517900,200,100
5066,0,1669500,257900,155400,144200,133900,50600,1072300,200,200
5067,0,1944500,291900,153200,143900,133200,50800,1316900,100,100
5068,0,2400400,226900,153800,143400,132500,48100,1835400,200,100
5069,0,1430000,269600,155700,140600,129800,48300,799500,100,200
5070,0,1480700,219900,148500,163100,134400,48300,888700,0,100
5071,0,1298100,245300,174100,141900,131300,44300,654800,200,200
5072,0,1323700,309900,152900,143100,131400,51300,666100,200,200
5073,0,1573900,183600,151100,140100,130500,50100,1038600,100,100
5074,0,1536800,239700,156200,166200,150400,61600,884800,100,100
5075,0,1469500,273200,160200,145000,133900,52400,753100,200,100
5076,0,1818300,238400,159000,145000,134100,52500,1081900,100,100
5077,0,1873500,201200,160700,139600,129900,45600,1319100,100,200
5078,0,1966800,416900,149600,144500,132300,48200,1179100,200,100
5079,0,1478800,219000,143500,142300,130900,42700,913800,200,100
5080,0,1472800,176800,169500,139900,129600,50200,959100,100,200
5081,0,1238800,256200,144600,142200,131700,47800,656700,100,100
5082,0,1193800,221300,157600,143500,132800,49700,630300,100,200
5083,0,1381900,191700,135700,139900,130300,48800,886000,100,200
5084,0,1414100,217000,146400,139900,129300,42800,841300,200,100
5085,0,1460300,196600,148600,141600,131400,48400,830300,100,200
5086,0,1495900,223700,150100,141700,130800,49900,917900,200,200
5087,0,1416800,200200,143900,140300,131000,44800,907700,200,200
5088,0,1332000,188600,141000,141100,130600,47400,839600,100,300
5089,0,1672300,180400,142200,139400,128900,51100,1180200,200,100
5090,0,1043700,187900,156500,141600,130900,48400,524100,0,0
5091,0,1381300,199500,141200,140800,130100,42300,827800,100,100
5092,0,1113600,172900,159600,140300,130100,47200,604700,100,200
5093,0,1129100,207100,143800,141800,131400,44300,601600,100,200
5094,0,1032700,195100,136200,140900,131300,48000,532800,200,100
5095,0,1088400,181300,140300,140100,130500,48600,603100,200,100
5096,0,1058200,190300,144200,138300,129100,42800,551700,100,100
5097,0,1284400,253000,138100,145900,134700,49600,712300,200,200
5098,0,4369500,440600,165400,183400,169900,48300,3480000,200,100
5099,0,1712900,204800,162400,140900,131100,49500,1148300,200,100
5100,0,1043800,237300,155500,141500,131000,50700,482100,200,200
5101,0,1293100,258900,132800,141400,130600,42700,668600,100,200
5102,0,1349900,308500,144400,142500,131600,48800,724000,100,100
5103,0,1634500,197000,133600,138900,129600,50100,1128100,100,100
5104,0,1506900,229500,136600,139400,129300,44200,967900,100,100
5105,0,1326500,231400,157700,139600,129600,43800,753100,100,0
5106,0,1487900,222200,157000,145400,134600,50500,881600,200,0
5107,0,1340300,207800,153900,139800,129600,51500,797400,100,100
5108,0,1603000,241800,152200,142000,130800,51000,1031000,100,100
5109,0,1456900,189700,131000,142400,131400,49100,955100,100,200
5110,0,1398600,396700,145900,143300,131700,50600,648000,100,200
5111,0,2018000,201100,136000,175800,164000,63000,1466100,100,200
5112,0,1559900,298700,163900,143800,132100,50500,919300,100,100
5113,0,1619100,207000,152100,139600,130100,50900,1083800,100,300
5114,0,1510200,226100,160500,142800,131800,50400,951400,100,100
5115,0,1470400,209400,151300,142800,132600,50200,923800,100,200
5116,0,1696600,234800,160900,165100,152500,48700,1075600,200,200
5117,0,1842700,260000,170000,150700,140300,51800,1204100,100,100
5118,0,1436200,189200,173100,144100,133900,51700,806600,200,100
5119,0,1760900,386200,149800,144500,133400,51300,903800,200,100
5120,0,2150900,484800,144500,157900,144500,51000,1308600,100,0
5121,0,2288700,223100,162000,146900,136200,51200,1666200,200,100
5122,0,2198000,774500,199200,149200,136800,50400,966100,100,200
5123,0,3037100,547100,158000,187000,170300,52300,2111000,200,100
5124,0,2753100,259000,241400,155100,143500,52600,2066000,200,100
5125,0,2233400,393800,172200,146200,134100,59900,1491400,100,200
5126,0,2447900,213900,207900,176300,163100,50900,1816200,100,100
5127,0,2339100,277000,182900,151000,140600,53100,1695200,200,100
5128,0,2185600,216600,195000,144200,133900,52400,1597300,200,0
5129,0,1749400,292000,159100,143500,132400,53300,1104200,100,200
5130,0,2097400,225200,177400,175400,163200,64800,1462800,100,100
5131,0,1914400,264700,179900,147700,136300,51300,1267200,100,200
5132,0,1692900,263600,189200,176600,163600,51600,1004800,200,100
5133,0,1863700,198400,163800,143300,132600,51800,1302400,200,100
5134,0,1582200,254600,173900,143800,132800,51500,929600,0,100
5135,0,1342400,192200,150800,141100,130300,42900,812700,100,100
5136,0,1332000,227900,166300,145100,134100,47900,698500,100,300
5137,0,1249400,189300,151300,139400,130000,43800,696600,200,200
5138,0,1325200,192200,187700,143300,132700,49100,708100,200,200
5139,0,1340100,197500,148900,141500,131200,47100,782200,100,0
5140,0,1185200,191400,171100,139300,128900,44100,638700,200,100
5141,0,1597600,228100,149500,142100,132800,50200,1027700,100,100
5142,0,1525300,316800,160800,143300,131800,47900,857000,200,300
5143,0,1576200,195200,170200,143300,132300,50600,1032600,200,100
5144,0,1230500,237700,173500,158100,147600,51700,618900,100,100
5145,0,1321500,216300,153500,143400,132800,51500,755500,100,100
5146,0,1404800,278400,159800,140900,129900,47200,744600,100,100
5147,0,1409900,194000,147600,141400,131500,46700,886300,100,200
5148,0,1428700,186800,168000,140500,131200,49200,895700,100,0
5149,0,1346300,196600,148700,141300,130800,43100,811200,200,300
5150,0,1361100,197200,139100,142600,132700,48800,822200,200,100
5151,0,1499800,192100,158800,141600,131500,50100,907400,200,100
5152,0,1914300,282200,143900,144700,133200,50900,1251700,200,0
5153,0,1524200,202700,146600,144200,133300,50900,869100,200,200
5154,0,1259200,312600,161300,140500,129300,47000,599800,100,100
5155,0,1728200,207000,133000,141300,132000,47700,1215400,0,200
5156,0,1127300,213100,142100,141700,131800,49200,576200,200,200
5157,0,1306100,219500,133400,138600,128400,47600,776100,0,100
5158,0,1194600,186700,160800,140100,130100,50400,594000,200,100
5159,0,1219100,208300,141200,140000,129800,43000,671000,200,100
5160,0,1241200,185900,194000,142000,131400,44100,596500,200,100
5161,0,1491500,210400,143100,140700,130900,48700,859800,200,200
5162,0,1312000,205700,146800,140700,130500,49200,796000,200,0
5163,0,1447500,436600,142000,144100,132900,49300,703600,0,300
5164,0,2094900,287600,161300,148800,138000,51000,1468900,100,100
5165,0,1856300,210300,151400,144600,134400,49900,1248000,200,100
5166,0,1677100,486800,161700,144600,132600,51700,811800,200,200
5167,0,2056400,248700,123900,173200,161800,50300,1478800,200,100
5168,0,1407000,203500,175700,143000,132600,49500,860500,100,100
5169,0,1503300,336600,122300,140900,129800,49700,871700,100,100
5170,0,1673800,232900,150300,142400,131800,44000,1080200,200,200
5171,0,1795800,197500,154600,143400,133300,52500,1253300,100,300
5172,0,1621900,193800,161300,141700,131500,49900,1091300,100,200
5173,0,1887300,255000,154300,146800,135700,51900,1288700,200,100
5174,0,1867300,311700,165300,147200,135800,65400,1202300,200,100
5175,0,2463600,259400,158400,178200,165400,51100,1819000,100,300
5176,0,1452500,317600,166700,142400,131200,50100,767500,100,100
5177,0,1963200,242100,137100,172000,160600,57100,1362200,200,100
5178,0,1414800,184100,169200,141000,131400,48600,827200,100,200
5179,0,1679500,450500,135000,142900,131200,46200,892800,100,200
5180,0,2098500,231200,150100,176900,164900,60700,1490800,200,300
5181,0,2027200,321200,173300,199400,181700,65000,1238500,200,300
5182,0,2289300,275900,208100,153800,143300,53600,1559900,200,200
