tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
11037,1,1147700,348100,291000,206800,105100,173600,260200,11300,200
11038,1,1170500,391100,292100,199300,104500,173300,229600,11000,100
11039,1,1555100,339200,307200,205000,104800,174700,633300,10900,100
11040,1,1195700,340600,299500,202800,104500,174100,290400,10900,100
11041,1,1400900,354600,307500,203400,104000,175000,494100,10900,0
11042,1,1403400,371000,291400,205800,112000,177900,484300,16000,200
11043,1,1775800,351600,293900,204800,107600,172800,871800,17300,200
11044,1,1250700,345000,304000,200800,105200,173800,350400,11800,200
11045,1,1237200,337000,296200,195700,104000,174700,353700,11400,0
11046,1,1335500,326400,290900,201100,104600,174500,443200,11100,200
11047,1,1276800,337100,279200,203800,104500,176100,413800,11200,100
11048,1,1183800,341700,290900,194800,104000,174000,314600,11000,100
11049,1,1307200,324600,281600,198600,103700,174600,470500,11000,100
11050,1,1228000,329600,291500,198900,104200,174300,339900,11200,100
11051,1,1263000,324700,275500,196100,103800,175200,427500,11200,0
11052,1,1232400,323400,296100,195700,103700,174900,374600,10800,100
11053,1,1224200,330100,254500,198500,103600,173900,402300,10900,0
11054,1,1387400,341000,288100,197500,104100,174200,470300,10900,300
11055,1,2477800,328700,237000,203200,109000,174500,1609900,15100,100
11056,1,1209100,322500,315500,209500,117200,182800,312800,11000,100
11057,1,1123100,331200,245700,194900,103900,174000,307500,11100,100
11058,1,1186300,323600,306100,198100,104400,175200,320500,10900,200
11059,1,1537200,322700,509900,198300,104300,174900,434600,10800,100
11060,1,1216100,329400,293600,202500,104800,175200,321400,11000,200
11061,1,1345700,331900,470000,201400,104300,175300,273600,10900,200
11062,1,1303800,353600,303400,197300,104200,174300,387100,11000,100
11063,1,1447300,343300,452700,210300,104000,173900,417100,10600,0
11064,1,3553900,614100,296500,205500,105000,173800,2407300,11300,200
11065,1,1860300,360000,475500,202200,104000,175500,789300,11500,0
11066,1,1837700,344700,359400,217100,104000,175400,891900,11100,200
11067,1,1690600,643500,219200,198800,104000,173700,603600,11100,200
11068,1,2229400,328900,274600,192300,104300,173600,1404400,11100,100
11069,1,2758400,327700,338100,200300,108000,174200,1842700,11500,100
11070,1,2630000,329600,450100,211100,120000,186700,1573800,11700,200
11071,1,2448200,330300,395300,197600,104600,173700,1461800,11300,100
11072,1,1528800,326600,451800,194100,104400,173800,487800,10800,0
11073,1,1829200,337100,402200,198200,104700,174700,822300,10700,100
11074,1,1514900,337000,435400,194400,104100,174100,458100,11200,200
11075,1,1561200,331100,452300,202200,103900,174000,525400,11500,200
11076,1,3579800,400800,438600,199900,104400,173300,2446000,11100,100
11077,1,2052500,397200,330800,196600,105100,173200,1078700,11500,0
11078,1,1294800,332400,343500,198100,104000,175600,375100,11400,200
11079,1,1445900,324900,318300,199900,103700,174900,514400,11300,0
11080,1,1481900,346800,345800,198000,105000,174400,461200,10900,100
11081,1,1169800,335000,289200,198300,104200,175800,303300,11300,200
11082,1,1135400,350200,323500,204100,109400,178100,215200,11000,200
11083,1,1218000,336700,305900,197700,103800,174900,340300,10600,0
11084,1,1379500,335500,396100,204800,104100,174800,394800,10700,100
11085,1,1226400,350400,313000,193800,104400,173900,268200,11100,100
11086,1,1266100,341000,329200,196600,105000,174100,290400,11000,0
11087,1,1345200,328900,407500,196400,103800,174000,377800,10900,0
11088,1,1442800,350700,335200,198700,106900,174800,513000,17300,100
11089,1,1333400,353000,340800,196700,109400,176700,395200,11800,100
11090,1,1223100,329400,327000,198000,104500,175300,326200,10900,100
11091,1,1368300,336200,343500,204100,104300,175700,396900,11300,0
11092,1,1364200,381600,320600,201600,104200,175200,412400,10900,100
11093,1,1737300,336300,335800,199700,104100,174200,815300,11000,100
11094,1,1494300,337600,322000,207100,104700,174300,582800,10900,0
11095,1,1288000,358600,321400,213100,107000,173900,357400,11400,100
11096,1,1449300,368800,292700,209400,107000,175300,532100,12300,100
11097,1,1646200,348200,364500,197100,104400,175700,680100,11400,100
