tick,run,wholeUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate,electricNetworkUpdate,fluidFlowUpdate,entityUpdate,trains,spacePlatforms
3489,4,2329600,396900,104500,727200,250200,716700,794100,267300,300
3490,4,2931100,495700,135800,701400,263200,684000,1146700,333700,100
3491,4,2505900,438700,132000,563900,232200,550800,1012500,307300,100
3492,4,2329000,410000,130600,518300,207500,505600,931900,295000,0
3493,4,2158100,389800,100800,498800,199600,490900,846500,288200,100
3494,4,2515000,438500,106100,525000,203200,510700,1126600,284700,0
3495,4,2389000,391800,112800,598700,244700,591900,960300,281900,100
3496,4,3532900,435100,120500,553900,239000,539400,2104400,271500,100
3497,4,5331500,461900,94900,573600,237600,561300,3819300,319300,300
3498,4,2799000,415000,152700,609500,247400,593600,1193000,325200,200
3499,4,2572100,448300,109900,533200,216400,518000,1064200,337000,200
3500,4,2693900,399100,151900,600300,248400,588400,1197800,299900,200
3501,4,2228100,411000,104000,494000,196600,480800,844800,288100,200
3502,4,2739900,395600,132100,689400,222800,679000,1112100,313900,300
3503,4,2385500,453400,113800,509400,204700,500900,961500,313800,200
3504,4,2399500,399700,129500,497400,197100,484500,1032100,293400,300
3505,4,2395400,416900,105300,497400,238300,490600,1036700,284000,200
3506,4,3582800,432200,124500,519000,224100,505400,2166800,289600,100
3507,4,2388100,417400,125100,515900,207300,504300,995700,280600,100
3508,4,2354000,388400,127300,538600,199800,524600,959700,275300,100
3509,4,2319500,419800,110800,624200,250100,610300,792400,284300,100
3510,4,2209700,404100,126300,501700,239300,494500,829900,276600,100
3511,4,2119900,383000,113500,493500,196200,486100,750400,268800,100
3512,4,2237800,442100,129500,500200,198200,485400,842900,263200,100
3513,4,2028900,405300,93500,489100,198600,479200,716400,264300,300
3514,4,2057900,377800,107600,482200,193400,475400,730100,256900,100
3515,4,1981500,373600,84200,481200,193200,473200,749100,248000,0
3516,4,2188600,371700,90800,605400,193100,597800,781200,243000,100
3517,4,2808500,426300,92500,639400,240400,626800,1338300,247100,100
3518,4,1995900,378100,101000,489900,194200,477500,697600,245800,0
3519,4,2701800,1125100,90200,495200,199300,482300,686600,241900,0
3520,4,4435900,467100,84400,530800,253300,517400,2920100,280700,100
3521,4,3679300,1223100,111000,518600,201200,504400,1458600,275300,300
3522,4,4997900,523400,84600,633000,206000,615200,3428900,285500,200
3523,4,3316000,438400,99800,614200,246400,601300,1843400,277800,200
3524,4,4143800,533300,112700,566500,210800,549600,2563400,309900,100
3525,4,2869000,440400,100500,519600,246600,508200,1481100,280100,0
3526,4,3425700,461400,101300,582100,219900,569900,1913200,272400,0
3527,4,2687900,400400,103300,505600,201100,492400,1340000,303300,0
3528,4,2790700,436600,97400,557600,241400,545300,1381300,284400,100
3529,4,3229500,518100,97800,586300,239800,571200,1570400,406300,100
3530,4,2803700,463800,115600,530800,250300,514800,1324900,314300,100
3531,4,7809600,5363200,105200,612800,239200,593900,1323200,293900,100
3532,4,17508600,748100,116700,706600,255600,697300,15390900,468600,200
3533,4,9325300,750600,135000,689600,236500,672200,7196900,486500,600
3534,4,6757100,1108400,135000,656200,226400,640400,4426800,376300,200
3535,4,5443500,583600,142300,606400,213300,590700,3576900,476500,200
3536,4,8638600,575500,149300,587700,216200,575900,6894900,357300,100
3537,4,6080300,524800,173400,574500,214300,566500,4389200,351000,200
3538,4,5610700,529600,158600,650500,255100,641700,3775100,315500,100
3539,4,3656500,483900,154800,605600,250700,597600,1994600,314100,300
3540,4,4750600,484400,152000,637400,257100,629400,3095600,316800,200
3541,4,3957000,558000,139600,620300,253300,604600,2286700,301500,100
3542,4,3216400,483100,193800,545000,213100,533000,1585600,349100,100
3543,4,3456400,477400,140200,529200,210700,515700,1929800,322100,100
3544,4,3701500,467800,158300,622200,251300,607900,2057700,328200,100
3545,4,2970300,520900,131600,595600,198200,581800,1199400,300100,0
3546,4,4918200,461500,149700,558500,258900,545200,3114900,386000,100
3547,4,2565000,414100,128200,524600,202800,513000,1123700,302700,100
3548,4,2549400,404400,155900,509400,202200,501700,1046600,301000,200
3549,4,2353600,402300,121200,589300,224400,574700,909500,289300,200
3550,4,2594400,423700,127800,528400,211200,520200,1079500,305900,0
3551,4,2253300,397300,112500,499400,200300,492600,903900,286100,100
3552,4,2696100,405700,122700,908800,295300,894100,921800,280500,200
3553,4,2318800,443500,130600,521700,215900,512700,870100,302000,200
3554,4,2768000,453800,123000,572300,248600,558800,1148200,297100,200
3555,4,2294200,398100,114200,501100,201100,488700,900800,281000,0
3556,4,4111700,440600,121500,545900,217000,532600,2618200,322300,200
3557,4,2233200,401000,120400,504100,200800,496200,862100,290000,0
3558,4,2496300,403500,143900,536600,401300,521500,1029200,282200,100
3559,4,2817600,454200,122600,564600,256600,556200,1288200,309700,200
3560,4,2466500,409400,151200,509800,205300,496100,1056200,297500,200
3561,4,2187600,388300,108100,507400,212300,500400,814700,279200,0
3562,4,2737600,406800,131300,523000,202500,514200,1297200,288500,200
3563,4,2189700,400500,120100,500400,200200,492400,867200,277700,0
3564,4,2245800,384600,120200,497000,197100,487900,956200,265400,200
3565,4,2423200,558900,102700,544600,213400,528000,929800,262600,200
3566,4,3423300,439500,121300,510500,243000,502800,2056400,269500,200
3567,4,2196900,384700,103700,484400,193500,476900,939100,263100,100
3568,4,2343500,380000,121100,641900,239400,627300,907200,262800,100
3569,4,2097900,387300,111100,584100,241100,575100,715000,256200,200
3570,4,2087200,383000,119900,482400,198500,470700,793200,258000,100
3571,4,1992000,380800,97100,482900,193600,471700,734100,247600,200
3572,4,2263000,384300,125500,580900,231700,567800,867500,250900,0
3573,4,1955100,382300,105500,481700,195600,474600,687300,247100,100
3574,4,2189700,376500,110400,581700,238000,568500,782000,248000,200
3575,4,2023500,375800,89900,527300,194700,518500,737100,245900,300
3576,4,2361300,495300,123300,537200,206900,520000,807000,265100,100
3577,4,2820100,439200,106200,578300,242700,561900,1372400,266300,100
3578,4,2150800,379000,95700,584000,246400,576500,749000,254500,100
3579,4,2870800,1164400,93100,548100,200400,534700,752500,246400,200
3580,4,4153200,439300,86800,522900,202500,506100,2782000,289100,100
3581,4,3757000,1240800,97400,522100,203100,508300,1563000,282000,200
3582,4,5284700,530600,93700,545400,212600,529900,3744500,308200,200
3583,4,3438700,448200,100100,629500,244500,617500,1931300,294400,0
3584,4,3693600,495900,124600,531700,201400,516500,2202700,292300,200
3585,4,2951300,412100,104200,524500,230200,517500,1568200,292500,100
3586,4,3915800,465700,108100,570000,241700,560800,2307800,370600,100
3587,4,2934500,429200,115000,614200,209500,605000,1416100,317000,200
3588,4,3234000,460300,117200,628200,209200,612500,1553500,302200,200
3589,4,2860000,435600,111300,636900,245400,618500,1276300,295600,100
3590,4,2723900,427700,124200,521300,207600,506200,1272600,309000,100
3591,4,7641300,5197100,101800,628600,239700,609600,1302200,296800,100
3592,4,17826900,767500,122900,702800,263400,686800,15675900,467400,200
3593,4,9303800,650400,135300,664700,231700,649000,7307000,450800,200
3594,4,7609200,1000100,131400,650400,227700,633500,5331400,440500,100
3595,4,5455100,557500,131100,607300,248900,590700,3673200,426200,200
3596,4,8968500,536200,149900,695300,280400,681500,7105000,420400,100
3597,4,6354800,587700,159900,673600,246100,659800,4337600,531100,300
3598,4,4938900,533700,222700,594600,251900,581900,3063300,340400,0
3599,4,3718300,477700,148500,644000,200900,635500,2026800,340000,200
3600,4,4665000,473600,158700,538000,202700,525600,3114600,333400,0
3601,4,4331400,546900,129200,553700,209400,538700,2713300,343600,0
3602,4,3094300,482300,171200,614600,244300,600000,1444400,327800,200
3603,4,3202400,474100,128300,586800,265900,578800,1663000,313000,0
3604,4,3264400,429500,149900,527600,201200,519900,1791000,316900,200
3605,4,2640400,469600,119200,550600,199600,531600,1148300,302100,0
3606,4,4882200,493200,155200,587300,230900,572000,3137000,348500,100
3607,4,2685800,446000,127400,540400,252800,528000,1124400,357900,100
3608,4,2611200,404200,145500,567000,233000,557000,1117200,311900,200
3609,4,2337800,422100,121900,528700,214100,517100,885500,314000,200
3610,4,2560600,396500,246700,510000,199600,497300,997200,294000,200
3611,4,2158900,388700,107800,494500,196100,487600,821800,282900,0
3612,4,2492700,408800,120500,527300,208500,512100,1035100,292500,100
3613,4,2317400,389900,123400,595000,240600,581900,868700,275000,200
3614,4,2514200,412100,115000,656900,258700,637900,1015900,269500,100
3615,4,2303600,387600,114600,583400,203400,570700,866800,270000,0
3616,4,4017000,456200,144200,607300,231300,598700,2390400,304400,100
3617,4,5044900,503600,111800,645800,291800,627400,3382800,330600,0
3618,4,3272800,499200,166100,522500,213700,510400,1591600,319700,200
3619,4,2667600,458500,117200,682300,296400,674300,1004100,303800,100
3620,4,2640800,428500,134800,520100,206200,511200,1192000,299800,0
3621,4,2238100,388900,108800,489300,196800,481500,845700,283900,200
3622,4,2625700,400700,136300,490100,238000,482000,1088500,275000,200
3623,4,2251100,383400,108900,586000,195900,577700,820900,269900,100
3624,4,2546600,431700,142600,561000,226300,544700,1069900,292100,200
3625,4,2690100,457400,104600,526100,251100,509800,1219900,345200,100
3626,4,3570900,458900,117200,512000,243000,497800,2149800,297100,100
3627,4,2573600,400600,106700,682200,196300,668200,1063800,286600,100
3628,4,2567700,421500,125400,491200,240400,483700,1201000,273600,200
3629,4,2093500,380200,121600,490300,193400,477800,778600,269500,200
