tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
3698,0,1895200,1508100,50800,155700,104400
3699,0,2341800,1929000,73000,157600,115800
3700,0,2201700,1834700,75100,166300,97600
3701,0,1979800,1667600,46900,142600,95600
3702,0,1992800,1653900,58900,131500,119100
3703,0,2219700,1887700,35800,151000,117500
3704,0,2344700,1994500,32100,180100,108100
3705,0,2449200,2041600,69800,178300,110400
3706,0,2142900,1716400,69300,168400,106800
3707,0,2135400,1761200,73100,143800,124700
3708,0,1896700,1544800,61300,155700,98600
3709,0,2106500,1810300,21500,140700,100200
3710,0,2337300,1984800,24300,167700,122100
3711,0,1984900,1530700,82000,170700,117400
3712,0,1893400,1468300,51500,201600,104800
3713,0,2095300,1743100,54500,141100,113700
3714,0,2376200,1904400,25900,181500,98900
3715,0,2472500,2016200,61500,175800,117200
3716,0,2175700,1760300,44500,234900,106100
3717,0,1981700,1631800,72200,149400,104300
3718,0,2506400,2007400,135900,175500,115200
3719,0,2480600,1971400,107200,196100,148000
3720,0,2196200,1822100,25100,197000,123500
3721,0,2344000,1922500,75900,187900,121500
3722,0,2635800,2170900,146300,178500,115900
3723,0,3028500,2620700,78700,160300,132900
3724,0,1861400,1483800,66400,166300,118700
3725,0,2426700,1990500,106200,178700,111900
3726,0,2501200,2050900,47600,211200,102800
3727,0,2077200,1685800,95100,158100,104700
3728,0,2088500,1718800,60500,165200,120800
3729,0,2229500,1878800,49500,155800,112700
3730,0,2451400,2027900,77200,165200,110300
3731,0,2439400,2089600,84700,143100,96600
3732,0,2137400,1838500,21600,131400,120000
3733,0,2472100,1831200,74600,355300,121800
3734,0,1965700,1597600,62500,151200,122700
3735,0,2343400,1960400,73600,169200,103800
3736,0,1999800,1653000,28100,157100,120000
3737,0,2134600,1729300,69700,177900,120400
3738,0,1681100,1295600,64700,167600,95100
3739,0,1796000,1466300,30300,118700,123300
3740,0,1924700,1604300,35200,124400,126100
3741,0,1864000,1498800,60000,124600,116100
3742,0,1726400,1353500,42200,145100,108400
3743,0,1652300,1343200,49000,119900,124700
3744,0,1912900,1592000,63400,140600,99700
3745,0,1683900,1400000,36000,129400,103200
3746,0,1953500,1517700,59300,221300,133400
3747,0,1744200,1442700,25700,155200,104600
3748,0,1838900,1529700,23800,139300,123900
3749,0,1888500,1508100,65800,144300,132900
3750,0,1949800,1597100,53800,144500,107800
3751,0,1781900,1442700,33200,139500,111000
3752,0,2097400,1761800,25000,170700,105500
3753,0,2019300,1672700,35400,149200,122100
