tick,run,wholeUpdate,entityUpdate,controlBehaviorUpdate,transportLinesUpdate,electricHeatFluidCircuitUpdate
2579,0,1400500,1113100,109400,60000,87400
2580,0,796900,429600,197400,49400,98400
2581,0,2308600,2033200,87800,79900,81700
2582,0,1645100,1382500,99500,53500,86400
2583,0,1497200,1239400,78300,58000,100000
2584,0,1393500,1145800,82600,50100,87100
2585,0,756000,494500,83300,65100,86000
2586,0,1348600,1057800,91200,53000,85200
2587,0,2561000,2274300,109500,56900,93600
2588,0,808800,534400,95000,64300,85400
2589,0,670400,400900,82800,74400,85900
2590,0,836700,456700,80100,61000,82400
2591,0,494100,206100,92200,83200,79100
2592,0,517700,281700,82800,48200,79800
2593,0,2612800,2272300,151700,66800,94200
2594,0,602100,325800,83600,64300,89600
2595,0,596800,276600,120500,73900,92800
2596,0,600800,334400,83100,60600,82300
2597,0,519800,233600,74200,93800,87600
2598,0,587700,279100,82600,53000,107000
2599,0,2609100,2346000,83500,52600,85600
2600,0,591900,331700,85900,53600,85700
2601,0,618800,302100,98000,59500,89200
2602,0,743200,322700,88800,54000,215600
2603,0,580900,274300,89100,92400,88800
2604,0,555300,290600,83700,57400,96000
2605,0,2203900,1950100,82500,65500,83900
2606,0,529200,276300,85400,65700,85700
2607,0,564900,300000,90800,69800,84300
2608,0,578000,320000,98700,47500,86400
2609,0,518500,217600,84300,75300,84300
2610,0,696200,339800,107400,60500,81700
2611,0,2637100,2307800,102100,74300,91700
2612,0,595000,322600,92400,57700,87900
2613,0,624700,301700,89400,80700,119000
2614,0,603900,323400,77100,56600,92100
2615,0,520700,236900,97000,67900,94800
2616,0,575800,300300,98200,51100,81200
2617,0,2484700,2205500,92900,71800,90300
2618,0,615800,331500,95000,47500,91300
2619,0,586700,304400,94000,74500,84600
2620,0,543200,276000,115000,50000,88100
2621,0,452300,197500,86000,64300,82400
2622,0,712100,323700,114100,161300,91700
2623,0,2294500,2018200,90800,65000,103500
2624,0,555100,315000,77800,52700,86500
2625,0,867700,249000,444000,64500,88400
2626,0,1168300,881700,82000,75000,86700
2627,0,619700,350000,116400,53300,86700
2628,0,737500,441800,147600,46500,86800
2629,0,2307300,2003300,119800,82000,85500
2630,0,1906500,1626100,94600,60400,99500
2631,0,1579900,1290300,79600,67800,86100
2632,0,1727700,1384500,113400,52400,88100
2633,0,939900,622400,110300,87900,90300
